Time,X,Y,Z
1.73444e+09,4.26332,-3.34399,0.344831
1.73444e+09,4.28688,-3.34005,0.33739
1.73444e+09,4.31043,-3.33611,0.329949
1.73444e+09,4.33399,-3.33218,0.322518
1.73444e+09,4.35752,-3.32824,0.315045
1.73444e+09,4.38106,-3.32429,0.307535
1.73444e+09,4.40459,-3.32034,0.300022
1.73444e+09,4.42812,-3.31639,0.292505
1.73444e+09,4.45165,-3.31243,0.284967
1.73444e+09,4.47516,-3.30847,0.277397
1.73444e+09,4.49866,-3.30451,0.269822
1.73444e+09,4.52217,-3.30055,0.262252
1.73444e+09,4.54568,-3.29658,0.254653
1.73444e+09,4.56918,-3.29261,0.247041
1.73444e+09,4.59266,-3.28864,0.239404
1.73444e+09,4.61614,-3.28467,0.231778
1.73444e+09,4.63965,-3.28069,0.224132
1.73444e+09,4.66312,-3.27671,0.216461
1.73444e+09,4.68657,-3.27273,0.208771
1.73444e+09,4.71003,-3.26875,0.201083
1.73444e+09,4.73349,-3.26476,0.193385
1.73444e+09,4.75696,-3.26077,0.185669
1.73444e+09,4.7804,-3.25678,0.177923
1.73444e+09,4.80384,-3.25279,0.170179
1.73444e+09,4.82728,-3.2488,0.162447
1.73444e+09,4.85072,-3.2448,0.154682
1.73444e+09,4.87415,-3.24081,0.146906
1.73444e+09,4.89758,-3.2368,0.139112
1.73444e+09,4.92101,-3.2328,0.131329
1.73444e+09,4.94443,-3.2288,0.123534
1.73444e+09,4.96785,-3.2248,0.115712
1.73444e+09,4.99126,-3.22079,0.107874
1.73444e+09,5.01468,-3.21678,0.100036
1.73444e+09,5.0381,-3.21277,0.0921856
1.73444e+09,5.0615,-3.20875,0.0843364
1.73444e+09,5.0849,-3.20474,0.076459
1.73444e+09,5.10828,-3.20072,0.0685893
1.73444e+09,5.1317,-3.19671,0.060715
1.73444e+09,5.1551,-3.19269,0.0528228
1.73444e+09,5.17849,-3.18867,0.0449279
1.73444e+09,5.20187,-3.18465,0.0370242
1.73444e+09,5.22525,-3.18063,0.0291315
1.73444e+09,5.24866,-3.17661,0.0212079
1.73444e+09,5.27204,-3.17258,0.0132743
1.73444e+09,5.29541,-3.16856,0.00533979
1.73444e+09,5.31877,-3.16454,-0.00258937
1.73444e+09,5.34215,-3.16051,-0.0105371
1.73444e+09,5.36552,-3.15648,-0.0184871
1.73444e+09,5.38888,-3.15245,-0.0264547
1.73444e+09,5.41224,-3.14843,-0.0344094
1.73444e+09,5.43561,-3.1444,-0.0423668
1.73444e+09,5.45896,-3.14037,-0.0503324
1.73444e+09,5.48232,-3.13634,-0.0583074
1.73444e+09,5.50566,-3.13231,-0.0662904
1.73444e+09,5.52902,-3.12828,-0.0742675
1.73444e+09,5.55237,-3.12425,-0.0822539
1.73444e+09,5.57573,-3.12021,-0.0902553
1.73444e+09,5.59908,-3.11617,-0.0982598
1.73444e+09,5.62244,-3.11214,-0.106261
1.73444e+09,5.64579,-3.1081,-0.114272
1.73444e+09,5.66913,-3.10406,-0.122275
1.73444e+09,5.69248,-3.10003,-0.13029
1.73444e+09,5.71582,-3.09599,-0.138297
1.73444e+09,5.73919,-3.09195,-0.146312
1.73444e+09,5.76253,-3.08791,-0.154329
1.73444e+09,5.78587,-3.08388,-0.162343
1.73444e+09,5.80921,-3.07984,-0.170362
1.73444e+09,5.83256,-3.0758,-0.17838
1.73444e+09,5.85592,-3.07176,-0.186405
1.73444e+09,5.87926,-3.06772,-0.194435
1.73444e+09,5.90259,-3.06369,-0.202454
1.73444e+09,5.92593,-3.05965,-0.210471
1.73444e+09,5.94927,-3.05561,-0.218495
1.73444e+09,5.97261,-3.05158,-0.226519
1.73444e+09,5.99595,-3.04754,-0.234551
1.73444e+09,6.01928,-3.0435,-0.242567
1.73444e+09,6.04262,-3.03947,-0.250586
1.73444e+09,6.06595,-3.03543,-0.258602
1.73444e+09,6.08929,-3.03139,-0.266622
1.73444e+09,6.11262,-3.02736,-0.274648
1.73444e+09,6.13596,-3.02332,-0.282663
1.73444e+09,6.1593,-3.01928,-0.29068
1.73444e+09,6.18265,-3.01524,-0.298705
1.73444e+09,6.20599,-3.01121,-0.306719
1.73444e+09,6.22934,-3.00717,-0.314736
1.73444e+09,6.25269,-3.00313,-0.322747
1.73444e+09,6.27603,-2.9991,-0.330748
1.73444e+09,6.29937,-2.99506,-0.338753
1.73444e+09,6.32272,-2.99103,-0.34675
1.73444e+09,6.34609,-2.98699,-0.354749
1.73444e+09,6.36944,-2.98296,-0.36274
1.73444e+09,6.39279,-2.97893,-0.370725
1.73444e+09,6.41613,-2.9749,-0.378705
1.73444e+09,6.43949,-2.97087,-0.386691
1.73444e+09,6.46286,-2.96683,-0.394672
1.73444e+09,6.48622,-2.9628,-0.402648
1.73444e+09,6.50958,-2.95878,-0.410607
1.73444e+09,6.53293,-2.95475,-0.418568
1.73444e+09,6.55629,-2.95072,-0.426523
1.73444e+09,6.57966,-2.94669,-0.434475
1.73444e+09,6.60302,-2.94267,-0.442423
1.73444e+09,6.62639,-2.93864,-0.450362
1.73444e+09,6.64976,-2.93462,-0.458292
1.73444e+09,6.67313,-2.93059,-0.466215
1.73444e+09,6.6965,-2.92657,-0.47414
1.73444e+09,6.71987,-2.92255,-0.482063
1.73444e+09,6.74326,-2.91853,-0.489973
1.73444e+09,6.76664,-2.9145,-0.497879
1.73444e+09,6.79002,-2.91048,-0.505778
1.73444e+09,6.81341,-2.90646,-0.513665
1.73444e+09,6.83681,-2.90244,-0.521553
1.73444e+09,6.8602,-2.89842,-0.529425
1.73444e+09,6.88359,-2.89441,-0.537286
1.73444e+09,6.90699,-2.89039,-0.545142
1.73444e+09,6.9304,-2.88637,-0.552987
1.73444e+09,6.95382,-2.88236,-0.56083
1.73444e+09,6.97722,-2.87834,-0.568664
1.73444e+09,7.00063,-2.87433,-0.576477
1.73444e+09,7.02404,-2.87032,-0.58429
1.73444e+09,7.04746,-2.86631,-0.592096
1.73444e+09,7.07088,-2.8623,-0.599895
1.73444e+09,7.0943,-2.85829,-0.607677
1.73444e+09,7.11773,-2.85429,-0.615449
1.73444e+09,7.14115,-2.85028,-0.623213
1.73444e+09,7.16458,-2.84627,-0.630969
1.73444e+09,7.18802,-2.84227,-0.638713
1.73444e+09,7.21146,-2.83827,-0.646451
1.73444e+09,7.23491,-2.83427,-0.654177
1.73444e+09,7.25836,-2.83027,-0.661888
1.73444e+09,7.28181,-2.82627,-0.669587
1.73444e+09,7.30526,-2.82227,-0.677281
1.73444e+09,7.32871,-2.81827,-0.684972
1.73444e+09,7.35218,-2.81427,-0.692642
1.73444e+09,7.37564,-2.81028,-0.700303
1.73444e+09,7.39911,-2.80628,-0.707946
1.73444e+09,7.42259,-2.80229,-0.715584
1.73444e+09,7.44607,-2.7983,-0.723209
1.73444e+09,7.46954,-2.79431,-0.730815
1.73444e+09,7.49303,-2.79032,-0.738407
1.73444e+09,7.51653,-2.78633,-0.745993
1.73444e+09,7.54002,-2.78234,-0.753559
1.73444e+09,7.56354,-2.77836,-0.761126
1.73444e+09,7.58705,-2.77437,-0.768664
1.73444e+09,7.61056,-2.77039,-0.776187
1.73444e+09,7.63407,-2.76641,-0.783711
1.73444e+09,7.65759,-2.76243,-0.791219
1.73444e+09,7.68112,-2.75844,-0.798715
1.73444e+09,7.70465,-2.75447,-0.806185
1.73444e+09,7.72818,-2.75049,-0.81365
1.73444e+09,7.75171,-2.74652,-0.821095
1.73444e+09,7.77526,-2.74254,-0.828532
1.73444e+09,7.7988,-2.73857,-0.835949
1.73444e+09,7.82235,-2.7346,-0.843363
1.73444e+09,7.84591,-2.73062,-0.850746
1.73444e+09,7.86947,-2.72665,-0.858125
1.73444e+09,7.89304,-2.72269,-0.86548
1.73444e+09,7.9166,-2.71872,-0.872835
1.73444e+09,7.94018,-2.71475,-0.880175
1.73444e+09,7.96376,-2.71079,-0.887491
1.73444e+09,7.98735,-2.70682,-0.894788
1.73444e+09,8.01093,-2.70286,-0.90207
1.73444e+09,8.03453,-2.6989,-0.909342
1.73444e+09,8.05813,-2.69494,-0.916593
1.73444e+09,8.08173,-2.69098,-0.923822
1.73444e+09,8.10535,-2.68703,-0.931034
1.73444e+09,8.12896,-2.68307,-0.938237
1.73444e+09,8.15259,-2.67912,-0.945424
1.73444e+09,8.17624,-2.67516,-0.952598
1.73444e+09,8.19987,-2.67121,-0.959737
1.73444e+09,8.22351,-2.66726,-0.966872
1.73444e+09,8.24715,-2.66332,-0.973989
1.73444e+09,8.2708,-2.65937,-0.981096
1.73444e+09,8.29446,-2.65542,-0.988174
1.73444e+09,8.31812,-2.65148,-0.995236
1.73444e+09,8.34179,-2.64754,-1.00228
1.73444e+09,8.36545,-2.6436,-1.00931
1.73444e+09,8.38913,-2.63965,-1.01632
1.73444e+09,8.41281,-2.63572,-1.02331
1.73444e+09,8.4365,-2.63178,-1.03029
1.73444e+09,8.4602,-2.62784,-1.03724
1.73444e+09,8.4839,-2.62391,-1.04418
1.73444e+09,8.5076,-2.61997,-1.0511
1.73444e+09,8.53131,-2.61604,-1.05801
1.73444e+09,8.55503,-2.61211,-1.06489
1.73444e+09,8.57875,-2.60817,-1.07176
1.73444e+09,8.60248,-2.60425,-1.0786
1.73444e+09,8.6262,-2.60032,-1.08543
1.73444e+09,8.64994,-2.59639,-1.09224
1.73444e+09,8.67368,-2.59247,-1.09902
1.73444e+09,8.69743,-2.58854,-1.10577
1.73444e+09,8.72119,-2.58462,-1.11253
1.73444e+09,8.74495,-2.5807,-1.11925
1.73444e+09,8.76873,-2.57678,-1.12597
1.73444e+09,8.79251,-2.57287,-1.13264
1.73444e+09,8.81628,-2.56895,-1.13931
1.73444e+09,8.84007,-2.56504,-1.14595
1.73444e+09,8.86385,-2.56113,-1.15258
1.73444e+09,8.88765,-2.55721,-1.15919
1.73444e+09,8.91145,-2.5533,-1.16577
1.73444e+09,8.93527,-2.54939,-1.17234
1.73444e+09,8.95908,-2.54548,-1.17888
1.73444e+09,8.9829,-2.54158,-1.1854
1.73444e+09,9.00673,-2.53767,-1.19191
1.73444e+09,9.03056,-2.53377,-1.19839
1.73444e+09,9.0544,-2.52986,-1.20485
1.73444e+09,9.07825,-2.52596,-1.2113
1.73444e+09,9.1021,-2.52206,-1.21771
1.73444e+09,9.12595,-2.51816,-1.22412
1.73444e+09,9.14981,-2.51426,-1.2305
1.73444e+09,9.17368,-2.51036,-1.23686
1.73444e+09,9.19755,-2.50646,-1.24318
1.73444e+09,9.22142,-2.50257,-1.24951
1.73444e+09,9.24531,-2.49867,-1.2558
1.73444e+09,9.2692,-2.49478,-1.26207
1.73444e+09,9.2931,-2.49089,-1.2683
1.73444e+09,9.317,-2.487,-1.27453
1.73444e+09,9.3409,-2.48311,-1.28072
1.73444e+09,9.36482,-2.47922,-1.28691
1.73444e+09,9.38874,-2.47534,-1.29306
1.73444e+09,9.41266,-2.47145,-1.2992
1.73444e+09,9.43659,-2.46757,-1.30531
1.73444e+09,9.46053,-2.46369,-1.3114
1.73444e+09,9.48447,-2.45981,-1.31748
1.73444e+09,9.50842,-2.45593,-1.32352
1.73444e+09,9.53238,-2.45205,-1.32955
1.73444e+09,9.55634,-2.44817,-1.33554
1.73444e+09,9.58031,-2.44429,-1.34153
1.73444e+09,9.60428,-2.44042,-1.34748
1.73444e+09,9.62826,-2.43654,-1.35342
1.73444e+09,9.65225,-2.43267,-1.35932
1.73444e+09,9.67624,-2.42879,-1.36522
1.73444e+09,9.70024,-2.42492,-1.37108
1.73444e+09,9.72424,-2.42105,-1.37693
1.73444e+09,9.74825,-2.41718,-1.38275
1.73444e+09,9.77226,-2.41331,-1.38855
1.73444e+09,9.79628,-2.40944,-1.39431
1.73444e+09,9.8203,-2.40558,-1.40007
1.73444e+09,9.84433,-2.40171,-1.4058
1.73444e+09,9.86836,-2.39785,-1.4115
1.73444e+09,9.8924,-2.39398,-1.41717
1.73444e+09,9.91645,-2.39012,-1.42283
1.73444e+09,9.9405,-2.38626,-1.42846
1.73444e+09,9.96455,-2.3824,-1.43408
1.73444e+09,9.98862,-2.37854,-1.43965
1.73444e+09,10.0127,-2.37468,-1.44521
1.73444e+09,10.0368,-2.37082,-1.45075
1.73444e+09,10.0608,-2.36697,-1.45627
1.73444e+09,10.0849,-2.36311,-1.46176
1.73444e+09,10.109,-2.35926,-1.46722
1.73444e+09,10.1331,-2.3554,-1.47267
1.73444e+09,10.1572,-2.35155,-1.47809
1.73444e+09,10.1813,-2.3477,-1.48349
1.73444e+09,10.2054,-2.34385,-1.48886
1.73444e+09,10.2296,-2.34,-1.49421
1.73444e+09,10.2537,-2.33615,-1.49953
1.73444e+09,10.2778,-2.3323,-1.50483
1.73444e+09,10.3019,-2.32845,-1.51011
1.73444e+09,10.3261,-2.3246,-1.51537
1.73444e+09,10.3502,-2.32076,-1.52059
1.73444e+09,10.3744,-2.31691,-1.52581
1.73444e+09,10.3985,-2.31307,-1.53098
1.73444e+09,10.4227,-2.30922,-1.53615
1.73444e+09,10.4469,-2.30538,-1.54128
1.73444e+09,10.471,-2.30154,-1.54639
1.73444e+09,10.4952,-2.2977,-1.55147
1.73444e+09,10.5194,-2.29386,-1.55654
1.73444e+09,10.5436,-2.29002,-1.56157
1.73444e+09,10.5678,-2.28618,-1.56659
1.73444e+09,10.592,-2.28234,-1.57157
1.73444e+09,10.6162,-2.2785,-1.57653
1.73444e+09,10.6404,-2.27467,-1.58147
1.73444e+09,10.6646,-2.27083,-1.5864
1.73444e+09,10.6888,-2.267,-1.59129
1.73444e+09,10.713,-2.26317,-1.59616
1.73444e+09,10.7373,-2.25933,-1.601
1.73444e+09,10.7615,-2.2555,-1.60582
1.73444e+09,10.7857,-2.25167,-1.61062
1.73444e+09,10.81,-2.24784,-1.61539
1.73444e+09,10.8342,-2.24401,-1.62014
1.73444e+09,10.8585,-2.24018,-1.62486
1.73444e+09,10.8827,-2.23635,-1.62956
1.73444e+09,10.907,-2.23253,-1.63424
1.73444e+09,10.9313,-2.2287,-1.63889
1.73444e+09,10.9555,-2.22487,-1.64352
1.73444e+09,10.9798,-2.22104,-1.64813
1.73444e+09,11.0041,-2.21722,-1.65271
1.73444e+09,11.0284,-2.21339,-1.65727
1.73444e+09,11.0527,-2.20957,-1.6618
1.73444e+09,11.077,-2.20575,-1.66631
1.73444e+09,11.1013,-2.20192,-1.67079
1.73444e+09,11.1256,-2.1981,-1.67526
1.73444e+09,11.1499,-2.19428,-1.67969
1.73444e+09,11.1742,-2.19046,-1.68411
1.73444e+09,11.1985,-2.18664,-1.68849
1.73444e+09,11.2228,-2.18282,-1.69286
1.73444e+09,11.2471,-2.179,-1.69719
1.73444e+09,11.2715,-2.17518,-1.70153
1.73444e+09,11.2958,-2.17136,-1.70581
1.73444e+09,11.3201,-2.16755,-1.71008
1.73444e+09,11.3445,-2.16373,-1.71432
1.73444e+09,11.3688,-2.15992,-1.71856
1.73444e+09,11.3932,-2.1561,-1.72275
1.73444e+09,11.4175,-2.15228,-1.72693
1.73444e+09,11.4419,-2.14847,-1.73107
1.73444e+09,11.4662,-2.14465,-1.73521
1.73444e+09,11.4906,-2.14084,-1.73931
1.73444e+09,11.515,-2.13703,-1.7434
1.73444e+09,11.5394,-2.13321,-1.74745
1.73444e+09,11.5637,-2.1294,-1.75148
1.73444e+09,11.5881,-2.12559,-1.7555
1.73444e+09,11.6125,-2.12178,-1.75949
1.73444e+09,11.6369,-2.11796,-1.76345
1.73444e+09,11.6613,-2.11415,-1.76739
1.73444e+09,11.6857,-2.11034,-1.77132
1.73444e+09,11.7101,-2.10653,-1.77521
1.73444e+09,11.7345,-2.10273,-1.77909
1.73444e+09,11.7589,-2.09892,-1.78294
1.73444e+09,11.7833,-2.09511,-1.78676
1.73444e+09,11.8077,-2.0913,-1.79056
1.73444e+09,11.8322,-2.0875,-1.79434
1.73444e+09,11.8566,-2.08369,-1.7981
1.73444e+09,11.881,-2.07988,-1.80185
1.73444e+09,11.9054,-2.07608,-1.80555
1.73444e+09,11.9299,-2.07227,-1.80924
1.73444e+09,11.9543,-2.06847,-1.8129
1.73444e+09,11.9788,-2.06466,-1.81656
1.73444e+09,12.0032,-2.06086,-1.82017
1.73444e+09,12.0276,-2.05706,-1.82377
1.73444e+09,12.0521,-2.05325,-1.82735
1.73444e+09,12.0766,-2.04945,-1.83091
1.73444e+09,12.101,-2.04565,-1.83444
1.73444e+09,12.1255,-2.04184,-1.83795
1.73444e+09,12.1499,-2.03804,-1.84143
1.73444e+09,12.1744,-2.03424,-1.84491
1.73444e+09,12.1989,-2.03044,-1.84834
1.73444e+09,12.2233,-2.02664,-1.85178
1.73444e+09,12.2478,-2.02284,-1.85516
1.73444e+09,12.2723,-2.01904,-1.85855
1.73444e+09,12.2968,-2.01524,-1.8619
1.73444e+09,12.3213,-2.01144,-1.86524
1.73444e+09,12.3458,-2.00764,-1.86855
1.73444e+09,12.3703,-2.00384,-1.87185
1.73444e+09,12.3948,-2.00004,-1.87511
1.73444e+09,12.4192,-1.99624,-1.87836
1.73444e+09,12.4438,-1.99244,-1.88158
1.73444e+09,12.4683,-1.98865,-1.8848
1.73444e+09,12.4928,-1.98485,-1.88797
1.73444e+09,12.5173,-1.98105,-1.89114
1.73444e+09,12.5418,-1.97726,-1.89427
1.73444e+09,12.5663,-1.97346,-1.8974
1.73444e+09,12.5908,-1.96966,-1.9005
1.73444e+09,12.6153,-1.96587,-1.90358
1.73444e+09,12.6399,-1.96207,-1.90663
1.73444e+09,12.6644,-1.95828,-1.90967
1.73444e+09,12.6889,-1.95448,-1.91269
1.73444e+09,12.7134,-1.95069,-1.91568
1.73444e+09,12.738,-1.94689,-1.91865
1.73444e+09,12.7625,-1.9431,-1.92161
1.73444e+09,12.7871,-1.9393,-1.92455
1.73444e+09,12.8116,-1.93551,-1.92746
1.73444e+09,12.8361,-1.93172,-1.93035
1.73444e+09,12.8607,-1.92792,-1.93322
1.73444e+09,12.8852,-1.92413,-1.93608
1.73444e+09,12.9098,-1.92033,-1.93891
1.73444e+09,12.9343,-1.91654,-1.94172
1.73444e+09,12.9589,-1.91275,-1.94451
1.73444e+09,12.9835,-1.90895,-1.94729
1.73444e+09,13.008,-1.90516,-1.95004
1.73444e+09,13.0326,-1.90137,-1.95278
1.73444e+09,13.0571,-1.89758,-1.95549
1.73444e+09,13.0817,-1.89378,-1.95819
1.73444e+09,13.1063,-1.88999,-1.96086
1.73444e+09,13.1308,-1.8862,-1.96351
1.73444e+09,13.1554,-1.88241,-1.96615
1.73444e+09,13.18,-1.87862,-1.96877
1.73444e+09,13.2046,-1.87483,-1.97136
1.73444e+09,13.2291,-1.87104,-1.97394
1.73444e+09,13.2537,-1.86725,-1.9765
1.73444e+09,13.2783,-1.86346,-1.97905
1.73444e+09,13.3029,-1.85967,-1.98157
1.73444e+09,13.3275,-1.85588,-1.98408
1.73444e+09,13.3521,-1.85209,-1.98656
1.73444e+09,13.3767,-1.8483,-1.98903
1.73444e+09,13.4012,-1.84451,-1.99148
1.73444e+09,13.4258,-1.84072,-1.99391
1.73444e+09,13.4504,-1.83693,-1.99631
1.73444e+09,13.475,-1.83314,-1.99871
1.73444e+09,13.4996,-1.82935,-2.00108
